Company,Last day Open,Begin day Close,Last day Close,Average Price,Average Performance,Volume,Average Volume,Quarter High,Quarter Low,Performance 2023Q1,Performance 2023Q2,Relative 2023Q2,zip,sector,fullTimeEmployees,city,phone,state,country,industry,profitMargins,revenueGrowth,recommendationKey,totalCashPerShare,exchange
LVO,1.0099999904632568,0.6420000195503235,1.1399999856948853,0.9497580614782148,1.0046490000715727,701700,271943.5483870968,1.399999976158142,0.6299999952316284,45.28426394902328,51.54957860260296,43.12693355357723,90212,Communication Services,140.0,Beverly Hills,310 601 2505,CA,United States,Entertainment,-0.05414,0.143,buy,0.117,NCM
LW,100.63830513352292,84.6891098022461,101.73822784423828,96.17753244215443,0.29287281879214483,1448600,1428640.322580645,101.8063645178872,83.708758810109,3.826484602877124,15.581329356185162,7.158684307159433,83616,Consumer Defensive,10700.0,Eagle,208 938 1047,ID,United States,Packaged Foods,0.09573,-0.007,buy,0.847,NYQ
LYTS,13.6899995803833,12.289999961853027,13.93000030517578,13.82451609642275,0.24051502938328886,159300,238874.1935483871,16.0,11.649999618530272,6.615970123541687,-11.514678311870403,-19.93732336089613,45242,Technology,1900.0,Cincinnati,513 793 3200,OH,United States,Electronic Components,0.04879,0.119,buy,0.235,NMS
LZB,28.600000381469727,23.020000457763672,29.07999992370605,28.444838708446873,0.38535442555079386,356000,369841.93548387097,33.060001373291016,22.86000061035156,13.455347908000013,-1.654933645725941,-10.077578694751669,48162-5138,Consumer Cyclical,10200.0,Monroe,734 242 1444,MI,United States,"Furnishings, Fixtures & Appliances",0.05886,0.029,hold,8.291,NYQ
MARPS,7.480000019073486,7.0,7.5,7.589999991078531,0.09549587798616405,500,6050.0,8.380000114440918,6.699999809265137,-6.856381962224295,-15.514583034879278,-23.937228083905005,75219,Energy,,Dallas,855 588 7839,TX,United States,Oil & Gas Midstream,0.71024,-0.176,none,0.453,NGM
MARX,10.15999984741211,10.15999984741211,10.149999618530272,10.154384319598858,4.3091718764982026e-05,500,228515.38461538462,10.199999809265137,10.149999618530272,,2.1957563048546818,-6.226888744171047,10036,Financial Services,,New York,888 622 1218,NY,United States,Shell Companies,,,none,0.046,NCM
MARXU,10.329999923706056,10.0,10.329999923706056,10.255441160763011,0.10215120918174517,0,173008.82352941178,10.43000030517578,10.0,,4.17558279936818,-4.2470622496575485,10036,Financial Services,,New York,888 622 1218,NY,United States,Shell Companies,,,none,0.046,NCM
MATW,35.93000030517578,33.189998626708984,36.060001373291016,36.80596763856949,0.14135388945192265,107500,136825.8064516129,39.63999938964844,30.940000534057617,-0.123629167831332,10.496748440378893,2.074103391353164,15212-5851,Industrials,12000.0,Pittsburgh,412 442 8200,PA,United States,Conglomerates,0.01434,-0.093,buy,1.417,NMS
MAYS,44.0,47.79999923706055,44.0,44.83016087931971,-0.1173676695496778,0,188.70967741935485,48.81999969482422,41.0,1.6572843016988663,4.333658996456487,-4.088986052569242,11201-5805,Real Estate,28.0,Brooklyn,718 624 7400,NY,United States,Real Estate Services,-0.01883,0.016,none,0.617,NCM
MBUU,54.40999984741211,53.41999816894531,56.45000076293945,58.4814515267649,0.042880903172064985,184600,110217.74193548386,65.44999694824219,52.540000915527344,-1.75739261017143,-0.9807315576570512,-9.40337660668278,37774,Consumer Cyclical,2250.0,Loudon,865 458 5478,TN,United States,Recreational Vehicles,-0.10905,-0.329,buy,1.403,NGM
MCFT,29.81999969482422,25.989999771118164,30.43000030517578,31.057903197503858,0.2422624071181529,165800,200851.61290322582,35.290000915527344,25.729999542236328,14.070217628114396,-5.522466571861302,-13.94511162088703,37885,Consumer Cyclical,920.0,Vonore,423 884 2221,TN,United States,Recreational Vehicles,-0.01048,-0.307,buy,4.93,NGM
MCHP,79.98200779793882,66.71573638916016,81.2327880859375,77.14576167445028,0.33134358612942816,3115200,4864354.838709678,84.73187485277644,66.04954951499833,10.092562513824095,4.222441414679446,-4.200203634346282,85224-6199,Technology,22300.0,Chandler,480 792 7200,AZ,United States,Semiconductors,0.14220001,-0.484,buy,0.533,NMS
MCK,356.899803107234,370.86175537109375,353.2880249023437,358.063486899099,-0.06619105357037523,840300,986329.0322580645,387.8627836213102,329.1765465977974,-9.060166105077048,11.34735127882518,2.924706229799453,75039,Healthcare,45000.0,Irving,972 446 4800,TX,United States,Medical Distribution,0.0076800003,0.213,buy,19.765,NYQ
MCLE,2.0,2.0,2.0,2.0,0.0,0,0.0,2.0,2.0,0.0,-9.000002145767215,-17.422647194792944,33411,Consumer Defensive,,Wellington,407 245 7339,FL,United States,Food Distribution,,,none,,PNK
MDT,75.79170789725059,73.8355941772461,76.7147216796875,76.96851078156502,0.04514874648924178,5561400,6338133.870967742,82.88340978474311,71.72220577826155,-1.014794145162217,6.284937892547389,-2.1377071564783394,,Healthcare,95000.0,Galway,353 1 438 1700,,Ireland,Medical Devices,0.12055001,0.028,buy,6.115,NYQ
ME,45.400001525878906,42.0,45.59999847412109,48.259677333216516,0.1865720872816434,75990,107680.96774193548,59.79999923706055,40.400001525878906,-1.685893718545873,-24.254181845348217,-32.676826894373946,94080,Healthcare,560.0,South San Francisco,650 938 6300,CA,United States,Diagnostics & Research,,-0.336,buy,6.718,NCM
MEI,43.290000915527344,44.91999816894531,43.880001068115234,46.33548379713489,-0.05456608427253247,202400,156777.4193548387,51.380001068115234,40.5,-5.3114230989131,-16.097723689979166,-24.52036873900489,60631-3518,Technology,7500.0,Chicago,708 867 6777,IL,United States,Electronic Components,-0.13154,-0.108,hold,3.158,NYQ
MEIP,4.599999904632568,5.0,4.599999904632568,5.596774208930231,0.024979266187815888,22540,54476.45161290323,7.0,4.0,-23.232605108475024,25.664577100705955,17.241932051680227,92121,Healthcare,28.0,San Diego,(858) 369-7100,CA,United States,Biotechnology,0.27226,-1.0,hold,5.755,NCM
MESA,2.3399999141693115,1.8200000524520876,2.369999885559082,2.7891935436956343,0.5909683549158249,160300,494579.03225806454,3.819999933242798,1.5399999618530271,9.797474176680463,-23.51798436679457,-31.940629415820297,85008,Industrials,1992.0,Phoenix,602 685 4000,AZ,United States,Airlines,-0.19861001,-0.034,hold,0.526,NCM
MGLD,1.600000023841858,1.5,1.7699999809265137,1.6900806465456564,0.3841967670311873,8200,9537.09677419355,2.0299999713897705,1.2599999904632568,10.567811234723935,-24.483852112794786,-32.90649716182051,92672,Financial Services,116.0,San Clemente,949 429 5370,CA,United States,Asset Management,-0.15856,-0.04,none,0.433,ASE
MGYR,10.739999771118164,12.81999969482422,10.600000381469728,12.321774144326486,-0.298298422695211,1900,3456.451612903226,13.25,10.399999618530272,-11.418689877854217,-15.79917043800824,-24.22181548703397,08901,Financial Services,,New Brunswick,732 342 7600,NJ,United States,Banks—Regional,0.2471,0.185,none,,NGM
MITQ,1.0130000114440918,1.1200000047683716,1.0199999809265137,1.155822577015046,-0.11600079643066624,13400,173466.12903225806,1.5099999904632568,0.9229999780654908,-8.968202075609451,-1.9917341900716103,-10.41437923909734,92708,Technology,32.0,Fountain Valley,714 751 7998,CA,United States,Communication Equipment,-0.06813,0.1,none,0.533,ASE
MKC,78.45304714770526,80.35924530029297,80.10894775390625,73.41360178301412,-0.03158467553574556,2106800,1493250.0,83.38223062153332,67.96887146994311,-7.247610766708999,19.88858637082193,11.465941321796198,21031,Consumer Defensive,13800.0,Hunt Valley,410 771 7301,MD,United States,Packaged Foods,0.11868,-0.003,hold,0.748,NYQ
MLAB,171.0,172.2100067138672,174.72999572753906,179.1745150166173,0.023740598831428057,42100,61593.54838709677,206.3600006103516,154.0500030517578,-9.054185507602543,-26.42255329161261,-34.84519834063834,80228,Technology,736.0,Lakewood,303 987 8000,CO,United States,Scientific & Technical Instruments,-1.0756199,0.088,buy,4.788,NMS
MLKN,20.200000762939453,21.26000022888184,20.450000762939453,22.49048396079771,-0.07483686695358557,700800,510743.5483870968,25.270000457763672,18.5,-4.12714087181879,-36.06932243821931,-44.49196748724504,49464-0302,Consumer Cyclical,10200.0,Zeeland,616 654 3000,MI,United States,"Furnishings, Fixtures & Appliances",0.018029999,-0.061,hold,3.032,NMS
MMCP,55.0,55.0,55.0,55.0,0.0,0,0.0,55.0,55.0,0.0,0.0,-8.422645049025729,,,,,,,,,,,,,PNK
MMEX,0.0006000000284984,0.0230000000447034,0.0005000000237487,0.007577419289455313,-4.654484174400293,16085141,12686106.370967742,0.0230000000447034,0.00044999999227,-92.5820979266743,-94.53766125758064,-102.96030630660636,78735,Energy,,Fort Stockton,855 880 0400,TX,United States,Oil & Gas E&P,,,none,,PNK
MMMW,1.4500000476837158,1.899999976158142,1.6699999570846558,1.4007580645622746,-0.3091471663050459,5157,2367.2096774193546,2.299999952316284,1.0299999713897705,-11.363172651588815,21.61711151366081,13.19446646463508,01545,Utilities,,Shrewsbury,508 942 3531,MA,United States,Utilities—Renewable,,,none,0.002,PNK
MMND,0.2899999916553497,0.2899999916553497,0.2800000011920929,0.2982258058844074,0.7497292352854417,5400,5580.645161290323,0.4399999976158142,0.209999993443489,-28.160735033002272,-38.14637549202708,-46.56902054105281,30309,Communication Services,,Atlanta,678 420 4000,GA,United States,Advertising Agencies,-0.02469,-0.779,none,0.015,OQB
MMNFQ,0.0156500004231929,0.0157399997115135,0.0164000000804662,0.02353338721478655,0.4494277347567029,1492295,2019487.0483870967,0.0388999991118907,0.0120000001043081,-24.727893043277856,-7.113842722278818,-15.536487771304548,90045,Healthcare,428.0,Los Angeles,424 330 2082,CA,United States,Drug Manufacturers—Specialty & Generic,-1.1221299,-0.228,none,0.006,OEM
MMS,76.0253715005742,72.10536193847656,77.01372528076172,75.24122804211032,0.0917643254105625,328400,385695.1612903226,83.1459791031615,69.11112697863291,6.837802585021128,9.753872948103323,1.3312278990775963,22102,Industrials,39600.0,McLean,703 251 8500,VA,United States,Specialty Business Services,0.055910002,0.106,buy,1.708,NYQ
MNRO,49.13999938964844,45.59000015258789,49.43000030517578,49.689193664058564,0.13524428928172863,293500,285687.0967741936,55.70000076293945,44.58000183105469,3.346281069293036,-17.62146813767875,-26.04411318670448,14615,Consumer Cyclical,7660.0,Rochester,585 647 6400,NY,United States,Auto Parts,0.0224,-0.064,hold,0.696,NMS
MOD,22.600000381469727,20.11000061035156,23.049999237060547,23.063709597433768,0.2225852339219343,432600,483537.0967741936,26.899999618530277,19.5,5.687707072743504,36.79971922900747,28.377074179981744,53403-2552,Consumer Cyclical,11000.0,Racine,262 636 1200,WI,United States,Auto Parts,0.06585,0.06,buy,1.497,NYQ
MODD,1.5800000429153442,2.4800000190734863,1.4500000476837158,2.2750483905115435,-0.7207234507014687,6600,4883.870967741936,3.839999914169312,1.440000057220459,-24.537047133122712,-54.73293994113645,-63.15558499016218,92127,Healthcare,39.0,San Diego,(858) 800-3500,CA,United States,Medical Devices,,,strong_buy,0.155,NCM
MPAA,7.440000057220459,11.699999809265137,7.440000057220459,11.910645208051127,-0.666735189774288,204900,245451.61290322582,15.869999885559082,6.380000114440918,-31.23228993495717,-48.06432865927288,-56.486973708298606,90503,Consumer Cyclical,5900.0,Torrance,310-212-7910,CA,United States,Auto Parts,-0.09056,0.064,buy,0.477,NMS
MRCY,52.130001068115234,44.560001373291016,51.119998931884766,50.5340322679089,0.27642722716334306,195400,323459.67741935485,59.130001068115234,44.13999938964844,5.0873089947356736,-23.519146221080845,-31.94179127010657,01810,Industrials,2364.0,Andover,978 256 1300,MA,United States,Aerospace & Defense,-0.13795,0.154,hold,1.909,NMS
MSFT,280.4082393720277,236.18353271484372,284.9247131347656,251.79944782872354,0.30681908616427633,32766000,32730711.29032258,285.883358057594,216.2403156951828,12.697909992990205,31.79337814537036,23.370733096344637,98052-6399,Technology,228000.0,Redmond,425 882 8080,WA,United States,Software—Infrastructure,0.35608003,0.16,buy,10.549,NMS
MSGS,193.9600067138672,181.2700042724609,194.8500061035156,186.22709606539817,0.11228926624123224,86800,146738.70967741936,196.47000122070312,172.9199981689453,4.53989189680976,-3.688230862186488,-12.110875911212217,10121,Communication Services,533.0,New York,(212) 465-4111,NY,United States,Entertainment,0.06752,0.238,buy,2.178,NYQ
MSM,78.69281139680452,76.56817626953125,79.55465698242188,78.43463270125851,0.04738959329071123,223400,342067.7419354839,85.27501167730139,71.97425718025023,3.3237836316819225,16.2256933533482,7.80304830432247,11747,Industrials,7191.0,Melville,516 812 2000,NY,United States,Industrial Distribution,0.06768,-0.08,hold,0.529,NYQ
MSN,0.550000011920929,0.5400000214576721,0.5400000214576721,0.563870967395844,0.07306689907006816,400,14501.612903225807,0.6600000262260437,0.5099999904632568,-1.0928548345520868,-1.8131253632951736,-10.2357704123209,07054,Technology,25.0,Parsippany,973-428-2000,NJ,United States,Consumer Electronics,0.03901,0.215,none,0.897,ASE
MTN,215.9723815125739,223.29379272460935,219.4279327392578,224.35592848254788,-0.057002142987419915,484100,414206.4516129032,247.6742899712312,196.4948257245597,-9.936483066749464,4.119093122902026,-4.303551926123703,80021,Consumer Cyclical,7600.0,Broomfield,303 404 1800,CO,United States,Resorts & Casinos,0.07986,-0.016,hold,8.612,NYQ
MTRX,5.190000057220459,6.329999923706055,5.400000095367432,6.942258004219301,-0.23454103654275874,159200,186033.87096774194,9.520000457763672,4.579999923706055,-25.533759398675304,-19.0502134998594,-27.472858548885124,74103,Industrials,2064.0,Tulsa,918 838 8822,OK,United States,Engineering & Construction,-0.04458,-0.162,buy,4.522,NMS
MTSI,69.33000183105469,61.56999969482422,70.83999633789062,67.5488706404163,0.22844010704593629,488700,463409.67741935485,76.55999755859375,60.380001068115234,8.313593901947392,-9.371019270244377,-17.793664319270107,01851,Technology,,Lowell,978 656 2500,MA,United States,Semiconductors,0.105349995,0.335,buy,8.06,NMS
MU,59.75738244129163,49.87538909912109,59.74748229980469,58.0228139815792,0.4067549843857519,35416500,15379979.032258065,63.78741740437835,49.063441417807375,-0.6722674270801394,14.45622242195922,6.033577372933491,83716-9632,Technology,48000.0,Boise,208 368 4000,ID,United States,Semiconductors,0.03098,0.933,buy,7.311,NMS
MUGH,1.100000023841858,1.2000000476837158,1.100000023841858,1.1661290718663124,-0.0833333366446992,0,32.12903225806452,1.2000000476837158,1.0,-6.884059338753877,-15.898817649620684,-24.32146269864641,106427,Consumer Cyclical,3.0,Taipei,886 9 0515 3139,,Taiwan,Personal Services,,,none,,PNK
MULN,337500.0,720000.0,292500.0,598064.5161290322,-1.2945879937600648,346,109.53225806451613,1080000.0,202500.0,-54.53085864748572,-94.93361001079546,-103.3562550598212,92821,Consumer Cyclical,326.0,Brea,714 613 1900,CA,United States,Auto Manufacturers,,-0.788,none,8.842,NCM
MVCO,0.0359999984502792,0.0432550013065338,0.0359999984502792,0.04495217681171427,-0.028384938219180592,0,6605.322580645161,0.0509999990463256,0.0359999984502792,-15.911865657449068,49.8210491247351,41.398404075709365,23452,Financial Services,1.0,Virginia Beach,757 626 1111,VA,United States,Capital Markets,,-0.496,none,,PNK
MWA,13.33474293091284,10.517763137817385,13.59812068939209,12.675425544861824,0.40196447654998896,992900,834909.6774193548,14.198496253239249,10.430357755180692,13.661221272794949,18.595689706532173,10.173044657506445,30328,Industrials,,Atlanta,770 206 4200,GA,United States,Specialty Industrial Machinery,0.08816,0.155,buy,1.984,NYQ
MXC,11.06999969482422,12.369999885559082,11.383000373840332,12.752532282183248,-0.054641000265213006,1500,4446.774193548387,15.390000343322754,10.5,-9.435172507288948,-9.420551194838882,-17.84319624386461,79701,Energy,3.0,Midland,432 682 1119,TX,United States,Oil & Gas E&P,0.17774999,-0.012,none,1.206,ASE
MXSG,0.0006999999750405,0.0003999999898951,0.0006999999750405,0.0006596774182980388,2.0476788021774235,2698839,10035753.435483871,0.00089999998454,0.0003000000142492,13.659704274810716,36.33137211000185,27.908727060976123,89701,Basic Materials,1.0,Carson City,(916) 776-2166,NV,United States,Other Precious Metals & Mining,,,none,,OEM
MYCB,1.350000023841858,1.899999976158142,1.350000023841858,1.458064527280869,-0.5020855076066084,0,17.741935483870968,1.899999976158142,1.25,-25.55611862256129,-18.14094561434504,-26.563590663370764,33132,Real Estate,,Miami,786 553 4006,FL,United States,Real Estate—Development,0.43616,-0.519,none,0.002,PNK
NAII,9.010000228881836,8.199999809265137,9.220000267028809,8.997580635932184,0.17686517497996446,7800,9027.41935483871,10.119999885559082,7.949999809265137,-0.8208849885520415,-16.456939355214274,-24.879584404240003,92008,Consumer Defensive,296.0,Carlsbad,760 744 7700,CA,United States,Packaged Foods,-0.06342,0.265,none,5.432,NGM
NAPA,15.720000267028809,16.270000457763672,15.899999618530272,15.72629031827373,-0.050498016609727595,463100,429437.0967741936,16.979999542236328,14.34000015258789,-4.900859174427873,-13.729923435767446,-22.15256848479317,94574,Consumer Defensive,560.0,Saint Helena,707 302 2658,CA,United States,Beverages—Wineries & Distilleries,0.13814001,0.073,buy,0.074,NYQ
NATH,75.0,67.11000061035156,75.5999984741211,73.95999957669166,0.19854026415669318,12800,6362.903225806452,81.75,67.11000061035156,6.592462573389805,6.857589906044676,-1.5650551429810529,11753,Consumer Cyclical,147.0,Jericho,516 338 8500,NY,United States,Restaurants,0.15180999,0.061,none,7.64,NMS
NB,6.579999923706055,7.570000171661377,6.360000133514404,6.803333388434516,-1.8463361083028864,78100,105600.0,7.829999923706055,5.400000095367432,,-25.132288434098715,-33.554933483124444,80112,Basic Materials,7.0,Centennial,720 334 7066,CO,United States,Other Industrial Metals & Mining,,,buy,0.052,NGM
